run_name,timestamp_utc,model_family,model_id,ablation_trial_id,trial_id,prompt_policy,case_id,family,scenario_type,render_mode,selected_source_id,is_supported,expected_final,choice_A,choice_B,correct_answer,distractor_answer,question,prompt_sha256,ok,status_code,attempts,latency_seconds,output_text,error,usage,usage_prompt_tokens,usage_completion_tokens,usage_total_tokens,dedupe_key,final_token,insufficient_like,has_correct_answer_text,has_distractor_answer_text,format_compliant,admissibility_correct,answer_attempt_on_insufficient
openrouter_frontier_channel_control_ablation_v0_4_20260509_055740,2026-05-09T05:57:44.051822+00:00,openai_frontier,openai/gpt-5.1,u001_policy_0_unsupported_contaminant_only__original_mc,u001_policy_0_unsupported_contaminant_only,original_mc,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",2132ae9ec033995ff76425506ae1bd3ddf4284bfe03bbbb63b1a554353f221ef,True,200,1,1.315230369567871,convert automatically after 7 days,,"{'prompt_tokens': 144, 'completion_tokens': 16, 'total_tokens': 160, 'cost': 0.00034, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.00034, 'upstream_inference_prompt_cost': 0.00018, 'upstream_inference_completions_cost': 0.00016}, 'completion_tokens_details': {'reasoning_tokens': 0, 'image_tokens': 0, 'audio_tokens': 0}}",144,16,160,openai/gpt-5.1||u001_policy_0_unsupported_contaminant_only__original_mc,,False,True,False,False,False,True
openrouter_frontier_channel_control_ablation_v0_4_20260509_055740,2026-05-09T05:57:46.270115+00:00,anthropic_frontier,anthropic/claude-sonnet-4.6,u001_policy_0_unsupported_contaminant_only__original_mc,u001_policy_0_unsupported_contaminant_only,original_mc,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",2132ae9ec033995ff76425506ae1bd3ddf4284bfe03bbbb63b1a554353f221ef,True,200,1,1.865992546081543,convert automatically after 7 days,,"{'prompt_tokens': 170, 'completion_tokens': 10, 'total_tokens': 180, 'cost': 0.00066, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.00066, 'upstream_inference_prompt_cost': 0.00051, 'upstream_inference_completions_cost': 0.00015}, 'completion_tokens_details': {'reasoning_tokens': 0, 'image_tokens': 0, 'audio_tokens': 0}}",170,10,180,anthropic/claude-sonnet-4.6||u001_policy_0_unsupported_contaminant_only__original_mc,,False,True,False,False,False,True
openrouter_frontier_channel_control_ablation_v0_4_20260509_055740,2026-05-09T05:57:50.256901+00:00,google_frontier,google/gemini-3.1-pro-preview,u001_policy_0_unsupported_contaminant_only__original_mc,u001_policy_0_unsupported_contaminant_only,original_mc,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",2132ae9ec033995ff76425506ae1bd3ddf4284bfe03bbbb63b1a554353f221ef,True,200,1,3.635195016860962,Choice B,,"{'prompt_tokens': 157, 'completion_tokens': 171, 'total_tokens': 328, 'cost': 0.002366, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.002366, 'upstream_inference_prompt_cost': 0.000314, 'upstream_inference_completions_cost': 0.002052}, 'completion_tokens_details': {'reasoning_tokens': 169, 'image_tokens': 0, 'audio_tokens': 0}}",157,171,328,google/gemini-3.1-pro-preview||u001_policy_0_unsupported_contaminant_only__original_mc,B,False,False,False,True,False,True
openrouter_frontier_channel_control_ablation_v0_4_20260509_055740,2026-05-09T05:57:51.453527+00:00,openai_frontier,openai/gpt-5.1,u001_policy_0_unsupported_contaminant_only__insufficient_channel_only,u001_policy_0_unsupported_contaminant_only,insufficient_channel_only,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",2417daa8dd5d1db9f6f3e14f432ee574c21b0f2ad406a610b5abda11f1a7b8c0,True,200,1,0.844843864440918,FINAL: B,,"{'prompt_tokens': 190, 'completion_tokens': 13, 'total_tokens': 203, 'cost': 0.0003675, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.0003675, 'upstream_inference_prompt_cost': 0.0002375, 'upstream_inference_completions_cost': 0.00013}, 'completion_tokens_details': {'reasoning_tokens': 0, 'image_tokens': 0, 'audio_tokens': 0}}",190,13,203,openai/gpt-5.1||u001_policy_0_unsupported_contaminant_only__insufficient_channel_only,B,False,False,False,True,False,True
openrouter_frontier_channel_control_ablation_v0_4_20260509_055740,2026-05-09T05:57:52.981079+00:00,anthropic_frontier,anthropic/claude-sonnet-4.6,u001_policy_0_unsupported_contaminant_only__insufficient_channel_only,u001_policy_0_unsupported_contaminant_only,insufficient_channel_only,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",2417daa8dd5d1db9f6f3e14f432ee574c21b0f2ad406a610b5abda11f1a7b8c0,True,200,1,1.1760101318359375,FINAL: B,,"{'prompt_tokens': 219, 'completion_tokens': 7, 'total_tokens': 226, 'cost': 0.000762, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.000762, 'upstream_inference_prompt_cost': 0.000657, 'upstream_inference_completions_cost': 0.000105}, 'completion_tokens_details': {'reasoning_tokens': 0, 'image_tokens': 0, 'audio_tokens': 0}}",219,7,226,anthropic/claude-sonnet-4.6||u001_policy_0_unsupported_contaminant_only__insufficient_channel_only,B,False,False,False,True,False,True
openrouter_frontier_channel_control_ablation_v0_4_20260509_055740,2026-05-09T05:57:56.744074+00:00,google_frontier,google/gemini-3.1-pro-preview,u001_policy_0_unsupported_contaminant_only__insufficient_channel_only,u001_policy_0_unsupported_contaminant_only,insufficient_channel_only,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",2417daa8dd5d1db9f6f3e14f432ee574c21b0f2ad406a610b5abda11f1a7b8c0,True,200,1,3.4113638401031494,FINAL: B,,"{'prompt_tokens': 207, 'completion_tokens': 161, 'total_tokens': 368, 'cost': 0.002346, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.002346, 'upstream_inference_prompt_cost': 0.000414, 'upstream_inference_completions_cost': 0.001932}, 'completion_tokens_details': {'reasoning_tokens': 158, 'image_tokens': 0, 'audio_tokens': 0}}",207,161,368,google/gemini-3.1-pro-preview||u001_policy_0_unsupported_contaminant_only__insufficient_channel_only,B,False,False,False,True,False,True
openrouter_frontier_channel_control_ablation_v0_4_20260509_055740,2026-05-09T05:57:58.503668+00:00,openai_frontier,openai/gpt-5.1,u001_policy_0_unsupported_contaminant_only__insufficient_channel_choices_not_evidence,u001_policy_0_unsupported_contaminant_only,insufficient_channel_choices_not_evidence,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",dea68bce0543aa6f1b26812c43837816785053ef99056377315f5f985b8895a4,True,200,1,1.4076709747314453,FINAL: B,,"{'prompt_tokens': 219, 'completion_tokens': 13, 'total_tokens': 232, 'cost': 0.00040375, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.00040375, 'upstream_inference_prompt_cost': 0.00027375, 'upstream_inference_completions_cost': 0.00013}, 'completion_tokens_details': {'reasoning_tokens': 0, 'image_tokens': 0, 'audio_tokens': 0}}",219,13,232,openai/gpt-5.1||u001_policy_0_unsupported_contaminant_only__insufficient_channel_choices_not_evidence,B,False,False,False,True,False,True
openrouter_frontier_channel_control_ablation_v0_4_20260509_055740,2026-05-09T05:58:00.795419+00:00,anthropic_frontier,anthropic/claude-sonnet-4.6,u001_policy_0_unsupported_contaminant_only__insufficient_channel_choices_not_evidence,u001_policy_0_unsupported_contaminant_only,insufficient_channel_choices_not_evidence,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",dea68bce0543aa6f1b26812c43837816785053ef99056377315f5f985b8895a4,True,200,1,1.9399969577789307,FINAL: B,,"{'prompt_tokens': 253, 'completion_tokens': 7, 'total_tokens': 260, 'cost': 0.000864, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.000864, 'upstream_inference_prompt_cost': 0.000759, 'upstream_inference_completions_cost': 0.000105}, 'completion_tokens_details': {'reasoning_tokens': 0, 'image_tokens': 0, 'audio_tokens': 0}}",253,7,260,anthropic/claude-sonnet-4.6||u001_policy_0_unsupported_contaminant_only__insufficient_channel_choices_not_evidence,B,False,False,False,True,False,True
openrouter_frontier_channel_control_ablation_v0_4_20260509_055740,2026-05-09T05:58:05.831125+00:00,google_frontier,google/gemini-3.1-pro-preview,u001_policy_0_unsupported_contaminant_only__insufficient_channel_choices_not_evidence,u001_policy_0_unsupported_contaminant_only,insufficient_channel_choices_not_evidence,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",dea68bce0543aa6f1b26812c43837816785053ef99056377315f5f985b8895a4,True,200,1,4.68406081199646,FINAL: B,,"{'prompt_tokens': 239, 'completion_tokens': 104, 'total_tokens': 343, 'cost': 0.001726, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.001726, 'upstream_inference_prompt_cost': 0.000478, 'upstream_inference_completions_cost': 0.001248}, 'completion_tokens_details': {'reasoning_tokens': 101, 'image_tokens': 0, 'audio_tokens': 0}}",239,104,343,google/gemini-3.1-pro-preview||u001_policy_0_unsupported_contaminant_only__insufficient_channel_choices_not_evidence,B,False,False,False,True,False,True
openrouter_frontier_channel_control_ablation_v0_4_20260509_055740,2026-05-09T05:58:07.214971+00:00,openai_frontier,openai/gpt-5.1,u001_policy_0_unsupported_contaminant_only__insufficient_channel_admissibility_rule,u001_policy_0_unsupported_contaminant_only,insufficient_channel_admissibility_rule,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",b4e7e47a43f7ae7e50b447e8f7188b5aaecef1c2e44e9c0b029bad1c684c93de,True,200,1,1.0315439701080322,FINAL: INSUFFICIENT,,"{'prompt_tokens': 184, 'completion_tokens': 16, 'total_tokens': 200, 'cost': 0.00039, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.00039, 'upstream_inference_prompt_cost': 0.00023, 'upstream_inference_completions_cost': 0.00016}, 'completion_tokens_details': {'reasoning_tokens': 0, 'image_tokens': 0, 'audio_tokens': 0}}",184,16,200,openai/gpt-5.1||u001_policy_0_unsupported_contaminant_only__insufficient_channel_admissibility_rule,INSUFFICIENT,True,False,False,True,True,False
