run_name,timestamp_utc,model_family,model_id,ablation_trial_id,trial_id,prompt_policy,case_id,family,scenario_type,render_mode,selected_source_id,is_supported,expected_final,choice_A,choice_B,correct_answer,distractor_answer,question,prompt_sha256,ok,status_code,attempts,latency_seconds,output_text,error,usage,usage_prompt_tokens,usage_completion_tokens,usage_total_tokens,dedupe_key,final_token,insufficient_like,has_correct_answer_text,has_distractor_answer_text,format_compliant,admissibility_correct,answer_attempt_on_insufficient
openrouter_frontier_boundary_component_ablation_v0_3_20260509_000143,2026-05-09T00:01:45.752377+00:00,openai_frontier,openai/gpt-5.1,u001_policy_0_unsupported_contaminant_only__original_mc,u001_policy_0_unsupported_contaminant_only,original_mc,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",2132ae9ec033995ff76425506ae1bd3ddf4284bfe03bbbb63b1a554353f221ef,True,200,1,0.949303388595581,convert automatically after 7 days,,"{'prompt_tokens': 144, 'completion_tokens': 16, 'total_tokens': 160, 'cost': 0.00034, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.00034, 'upstream_inference_prompt_cost': 0.00018, 'upstream_inference_completions_cost': 0.00016}, 'completion_tokens_details': {'reasoning_tokens': 0, 'image_tokens': 0, 'audio_tokens': 0}}",144,16,160,openai/gpt-5.1||u001_policy_0_unsupported_contaminant_only__original_mc,,False,True,False,False,False,True
openrouter_frontier_boundary_component_ablation_v0_3_20260509_000143,2026-05-09T00:01:47.246195+00:00,anthropic_frontier,anthropic/claude-sonnet-4.6,u001_policy_0_unsupported_contaminant_only__original_mc,u001_policy_0_unsupported_contaminant_only,original_mc,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",2132ae9ec033995ff76425506ae1bd3ddf4284bfe03bbbb63b1a554353f221ef,True,200,1,1.1407208442687988,convert automatically after 7 days,,"{'prompt_tokens': 170, 'completion_tokens': 10, 'total_tokens': 180, 'cost': 0.00066, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.00066, 'upstream_inference_prompt_cost': 0.00051, 'upstream_inference_completions_cost': 0.00015}, 'completion_tokens_details': {'reasoning_tokens': 0, 'image_tokens': 0, 'audio_tokens': 0}}",170,10,180,anthropic/claude-sonnet-4.6||u001_policy_0_unsupported_contaminant_only__original_mc,,False,True,False,False,False,True
openrouter_frontier_boundary_component_ablation_v0_3_20260509_000143,2026-05-09T00:01:50.921078+00:00,google_frontier,google/gemini-3.1-pro-preview,u001_policy_0_unsupported_contaminant_only__original_mc,u001_policy_0_unsupported_contaminant_only,original_mc,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",2132ae9ec033995ff76425506ae1bd3ddf4284bfe03bbbb63b1a554353f221ef,True,200,1,3.3228490352630615,Choice B,,"{'prompt_tokens': 157, 'completion_tokens': 171, 'total_tokens': 328, 'cost': 0.002366, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.002366, 'upstream_inference_prompt_cost': 0.000314, 'upstream_inference_completions_cost': 0.002052}, 'completion_tokens_details': {'reasoning_tokens': 169, 'image_tokens': 0, 'audio_tokens': 0}}",157,171,328,google/gemini-3.1-pro-preview||u001_policy_0_unsupported_contaminant_only__original_mc,B,False,False,False,True,False,True
openrouter_frontier_boundary_component_ablation_v0_3_20260509_000143,2026-05-09T00:01:52.111859+00:00,openai_frontier,openai/gpt-5.1,u001_policy_0_unsupported_contaminant_only__choices_not_evidence_only,u001_policy_0_unsupported_contaminant_only,choices_not_evidence_only,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",395573380e226bb7e83db5165860c1d3ac981d60b1c6a49afcfeefcd4bec3f8e,True,200,1,0.8387203216552734,FINAL: INSUFFICIENT,,"{'prompt_tokens': 165, 'completion_tokens': 16, 'total_tokens': 181, 'cost': 0.00036625, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.00036625, 'upstream_inference_prompt_cost': 0.00020625, 'upstream_inference_completions_cost': 0.00016}, 'completion_tokens_details': {'reasoning_tokens': 0, 'image_tokens': 0, 'audio_tokens': 0}}",165,16,181,openai/gpt-5.1||u001_policy_0_unsupported_contaminant_only__choices_not_evidence_only,INSUFFICIENT,True,False,False,True,True,False
openrouter_frontier_boundary_component_ablation_v0_3_20260509_000143,2026-05-09T00:01:54.183344+00:00,anthropic_frontier,anthropic/claude-sonnet-4.6,u001_policy_0_unsupported_contaminant_only__choices_not_evidence_only,u001_policy_0_unsupported_contaminant_only,choices_not_evidence_only,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",395573380e226bb7e83db5165860c1d3ac981d60b1c6a49afcfeefcd4bec3f8e,True,200,1,1.7195930480957031,"The source packet only contains an **archived** 2023 policy, not a current policy. There is no information about what the current policy states for trial plans.

FINAL: INSUFFICIENT",,"{'prompt_tokens': 186, 'completion_tokens': 43, 'total_tokens': 229, 'cost': 0.001203, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.001203, 'upstream_inference_prompt_cost': 0.000558, 'upstream_inference_completions_cost': 0.000645}, 'completion_tokens_details': {'reasoning_tokens': 0, 'image_tokens': 0, 'audio_tokens': 0}}",186,43,229,anthropic/claude-sonnet-4.6||u001_policy_0_unsupported_contaminant_only__choices_not_evidence_only,INSUFFICIENT,True,False,False,True,True,False
openrouter_frontier_boundary_component_ablation_v0_3_20260509_000143,2026-05-09T00:01:57.310221+00:00,google_frontier,google/gemini-3.1-pro-preview,u001_policy_0_unsupported_contaminant_only__choices_not_evidence_only,u001_policy_0_unsupported_contaminant_only,choices_not_evidence_only,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",395573380e226bb7e83db5165860c1d3ac981d60b1c6a49afcfeefcd4bec3f8e,True,200,1,2.7750473022460938,FINAL: INSUFFICIENT,,"{'prompt_tokens': 176, 'completion_tokens': 113, 'total_tokens': 289, 'cost': 0.001708, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.001708, 'upstream_inference_prompt_cost': 0.000352, 'upstream_inference_completions_cost': 0.001356}, 'completion_tokens_details': {'reasoning_tokens': 107, 'image_tokens': 0, 'audio_tokens': 0}}",176,113,289,google/gemini-3.1-pro-preview||u001_policy_0_unsupported_contaminant_only__choices_not_evidence_only,INSUFFICIENT,True,False,False,True,True,False
openrouter_frontier_boundary_component_ablation_v0_3_20260509_000143,2026-05-09T00:01:58.641750+00:00,openai_frontier,openai/gpt-5.1,u001_policy_0_unsupported_contaminant_only__source_id_only,u001_policy_0_unsupported_contaminant_only,source_id_only,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",1d34ecb96e09be9d6ad46374644a67f9e54ce8c248ced59b5633ac736d87da32,True,200,1,0.9793787002563477,FINAL: INSUFFICIENT,,"{'prompt_tokens': 111, 'completion_tokens': 16, 'total_tokens': 127, 'cost': 0.00029875, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.00029875, 'upstream_inference_prompt_cost': 0.00013875, 'upstream_inference_completions_cost': 0.00016}, 'completion_tokens_details': {'reasoning_tokens': 0, 'image_tokens': 0, 'audio_tokens': 0}}",111,16,127,openai/gpt-5.1||u001_policy_0_unsupported_contaminant_only__source_id_only,INSUFFICIENT,True,False,False,True,True,False
openrouter_frontier_boundary_component_ablation_v0_3_20260509_000143,2026-05-09T00:02:01.609301+00:00,anthropic_frontier,anthropic/claude-sonnet-4.6,u001_policy_0_unsupported_contaminant_only__source_id_only,u001_policy_0_unsupported_contaminant_only,source_id_only,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",1d34ecb96e09be9d6ad46374644a67f9e54ce8c248ced59b5633ac736d87da32,True,200,1,2.6157073974609375,"The source packet only contains an **archived 2023 policy**, not a current policy. There is no information about the **current policy** for trial plans.

FINAL: INSUFFICIENT",,"{'prompt_tokens': 129, 'completion_tokens': 42, 'total_tokens': 171, 'cost': 0.001017, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.001017, 'upstream_inference_prompt_cost': 0.000387, 'upstream_inference_completions_cost': 0.00063}, 'completion_tokens_details': {'reasoning_tokens': 0, 'image_tokens': 0, 'audio_tokens': 0}}",129,42,171,anthropic/claude-sonnet-4.6||u001_policy_0_unsupported_contaminant_only__source_id_only,INSUFFICIENT,True,False,False,True,True,False
openrouter_frontier_boundary_component_ablation_v0_3_20260509_000143,2026-05-09T00:02:04.847032+00:00,google_frontier,google/gemini-3.1-pro-preview,u001_policy_0_unsupported_contaminant_only__source_id_only,u001_policy_0_unsupported_contaminant_only,source_id_only,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",1d34ecb96e09be9d6ad46374644a67f9e54ce8c248ced59b5633ac736d87da32,True,200,1,2.8858888149261475,FINAL: INSUFFICIENT,,"{'prompt_tokens': 118, 'completion_tokens': 76, 'total_tokens': 194, 'cost': 0.001148, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.001148, 'upstream_inference_prompt_cost': 0.000236, 'upstream_inference_completions_cost': 0.000912}, 'completion_tokens_details': {'reasoning_tokens': 70, 'image_tokens': 0, 'audio_tokens': 0}}",118,76,194,google/gemini-3.1-pro-preview||u001_policy_0_unsupported_contaminant_only__source_id_only,INSUFFICIENT,True,False,False,True,True,False
openrouter_frontier_boundary_component_ablation_v0_3_20260509_000143,2026-05-09T00:02:06.028404+00:00,openai_frontier,openai/gpt-5.1,u001_policy_0_unsupported_contaminant_only__admissibility_rule_only,u001_policy_0_unsupported_contaminant_only,admissibility_rule_only,policy_0,current_vs_archived_policy,unsupported_contaminant_only,raw,NONE,False,INSUFFICIENT,expire without conversion,convert automatically after 7 days,convert automatically after 7 days,expire without conversion,"According to the CURRENT POLICY, what is true for trial plans?",d5c4665ced1850d238b378d382ab811e372bc06f53e1cd0d28be9761be650d83,True,200,1,0.8292989730834961,FINAL: INSUFFICIENT,,"{'prompt_tokens': 178, 'completion_tokens': 16, 'total_tokens': 194, 'cost': 0.0003825, 'is_byok': False, 'prompt_tokens_details': {'cached_tokens': 0, 'cache_write_tokens': 0, 'audio_tokens': 0, 'video_tokens': 0}, 'cost_details': {'upstream_inference_cost': 0.0003825, 'upstream_inference_prompt_cost': 0.0002225, 'upstream_inference_completions_cost': 0.00016}, 'completion_tokens_details': {'reasoning_tokens': 0, 'image_tokens': 0, 'audio_tokens': 0}}",178,16,194,openai/gpt-5.1||u001_policy_0_unsupported_contaminant_only__admissibility_rule_only,INSUFFICIENT,True,False,False,True,True,False
